"Source: EMFAC2021 (v1.0.1) Emission Rates"
"Region Type: Air District"
"Region: Bay Area AQMD"
"Calendar Year: 2013, 2014, 2015, 2016, 2017, 2018, 2019"
"Season: Annual"
"Vehicle Classification: EMFAC202x Categories"
"Units:  miles/day for CVMT and EVMT, trips/day for Trips, g/mile for RUNEX, PMBW and PMTW, g/trip for STREX, HOTSOAK and RUNLOSS, g/vehicle/day for IDLEX and DIURN. PHEV calculated based on total VMT."

Region,"Calendar Year","Vehicle Category","Model Year",Speed,Fuel,Population,"Total VMT",CVMT,EVMT,Trips,NOx_RUNEX,NOx_IDLEX,NOx_STREX,PM2.5_RUNEX,PM2.5_IDLEX,PM2.5_STREX,PM2.5_PMTW,PM2.5_PMBW,PM10_RUNEX,PM10_IDLEX,PM10_STREX,PM10_PMTW,PM10_PMBW,CO2_RUNEX,CO2_IDLEX,CO2_STREX,CH4_RUNEX,CH4_IDLEX,CH4_STREX,N2O_RUNEX,N2O_IDLEX,N2O_STREX,ROG_RUNEX,ROG_IDLEX,ROG_STREX,ROG_HOTSOAK,ROG_RUNLOSS,ROG_DIURN,TOG_RUNEX,TOG_IDLEX,TOG_STREX,TOG_HOTSOAK,TOG_RUNLOSS,TOG_DIURN,NH3_RUNEX,CO_RUNEX,CO_IDLEX,CO_STREX,SOx_RUNEX,SOx_IDLEX,SOx_STREX
"Bay Area AQMD",2016,LDT1,Aggregate,Aggregate,Gasoline,252487.54442722898,8577802.151583306,8577802.151583306,0,1139666.2397802137,0.27363161856513374,0,0.5816838431300273,0.0026265563164738145,0,0.004123511770480829,0.0020000005732018823,0.0030821896595746153,0.002851308104263065,0,0.004473478011727814,0.008000002292807529,0.008806256170213174,358.7943569033038,0,101.13539500165004,0.013891355078307115,0,0.16859442165065608,0.01713155072654237,0,0.047225874212792535,0.07039418878826181,0,0.9447587653480881,0.2469984418161509,0.6952520352465974,3.3122340156083374,0.09784726368807468,0,1.0341277823394632,0.24699844181604938,0.6952520352463112,3.3122340156083374,0.03396365005055205,2.6312958232345984,0,9.438624293633469,0.0035508123729423636,0,0.0010008875697313552
"Bay Area AQMD",2016,LDT1,Aggregate,Aggregate,Diesel,327.53812042918,5769.4828492599945,5769.4828492599945,0,1128.3509050065863,1.5084940515354959,0,0,0.19758371254125726,0,0,0.0020000005732018827,0.0035867986592728355,0.20651757125763356,0,0,0.00800000229280753,0.010247996169350963,440.0996548831267,0,0,0.01198700753317967,0,0,0.06921140983023139,0,0,0.2580732146831324,0,0,0,0,0,0.29379919704363905,0,0,0,0,0,0.003100000000000001,1.5509003071988479,0,0,0.004162561640097056,0,0
"Bay Area AQMD",2016,LDT1,Aggregate,Aggregate,Electricity,630.0736076754154,20350.02395864444,0,20350.02395864444,3121.077834483625,0,0,0,0,0,0,0.002000000573201879,0.001530900921425635,0,0,0,0.008000002292807515,0.00437400263264467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bay Area AQMD",2017,LDA,Aggregate,Aggregate,Gasoline,2420387.7938630013,86044639.66565101,86044639.66565101,0,11287639.055700133,0.10690854880082723,0,0.39895093807226184,0.001406177494643527,0,0.0024055087291817816,0.00200000057320188,0.002577062015678284,0.0015286246537246407,0,0.0026128030072554835,0.00800000229280752,0.007363034330509386,306.32074813747585,0,80.98646482780471,0.005687391729551166,0,0.11364279748335915,0.008563469925251093,0,0.04033475315261304,0.025648750706205314,0,0.5862573149334139,0.12821245275845428,0.3148769781850847,1.7591388843398197,0.03676274470930076,0,0.6418007199163994,0.12821245275840135,0.3148769781849553,1.7591388843398197,0.029043161572008962,1.27213974729843,0,5.4347124703589325,0.003029946408211367,0,0.000801070935321088
"Bay Area AQMD",2017,LDA,Aggregate,Aggregate,Diesel,14260.698326126683,456220.1985674398,456220.1985674398,0,63431.99465571394,0.39845467575557814,0,0,0.027133455100241906,0,0,0.002000000573201881,0.0025895806507611587,0.02836030953695104,0,0,0.008000002292807524,0.007398801859317585,249.19928215168107,0,0,0.001995741606757272,0,0,0.03919336720251448,0,0,0.04296714177471677,0,0,0,0,0,0.048915234260834245,0,0,0,0,0,0.0030999999999999977,0.4201203870614716,0,0,0.0023571952552852568,0,0
"Bay Area AQMD",2017,LDA,Aggregate,Aggregate,Electricity,55648.58164093378,1957257.6155642343,0,1957257.6155642343,283055.6511634321,0,0,0,0,0,0,0.002000000573201879,0.0015255810229943781,0,0,0,0.008000002292807515,0.004358802922841078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bay Area AQMD",2017,LDT1,Aggregate,Aggregate,Gasoline,253344.7131949846,8210769.827943229,8210769.827943229,0,1141420.6041084598,0.2467412903970206,0,0.5552556911653873,0.002478386248434606,0,0.00390907044489174,0.0020000005732018805,0.003093950841077488,0.0026915314676167175,0,0.004243092011781633,0.008000002292807522,0.00883985954593568,355.65379680865465,0,99.15513778374488,0.0124028144270621,0,0.15897194712864024,0.015718740541251774,0,0.04614580362590256,0.061918760499124,0,0.8852272210209767,0.2330126009291676,0.6580275393271153,3.2458630875011387,0.08679409289935093,0,0.9690164888896527,0.23301260092907106,0.6580275393268437,3.2458630875011387,0.03409245056620733,2.3953253634886913,0,8.764562769580674,0.003517920189080656,0,0.0009807848649178888
"Bay Area AQMD",2017,LDT1,Aggregate,Aggregate,Diesel,333.9859148993275,5546.758369340929,5546.758369340929,0,1137.3343243443717,1.4829273592023209,0,0,0.19609298728666508,0,0,0.002000000573201881,0.003578736267380059,0.2049594420220243,0,0,0.008000002292807524,0.010224960763943029,441.03106998010065,0,0,0.012121267010545885,0,0,0.06936413509781583,0,0,0.26096374218381774,0,0,0,0,0,0.29708987042784357,0,0,0,0,0,0.003099999999999997,1.5461281471158972,0,0,0.0041717469513323,0,0
"Bay Area AQMD",2017,LDT1,Aggregate,Aggregate,Electricity,543.5477631119652,16644.773774086396,0,16644.773774086396,2637.4808306779646,0,0,0,0,0,0,0.0020000005732018784,0.0015339593565002253,0,0,0,0.008000002292807513,0.004382741018572071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bay Area AQMD",2018,LDA,Aggregate,Aggregate,Gasoline,2390471.710771096,85048821.66016673,85048821.66016673,0,11140052.645582652,0.09229365109159342,0,0.37258320231917574,0.0014065868931615912,0,0.0023653367522472606,0.0020000005732018823,0.0025766212571930653,0.0015294018155027928,0,0.0025706314111948935,0.008000002292807529,0.007361775020551611,302.4123227928304,0,79.25102040621474,0.004896178288805232,0,0.1058504823161405,0.007684827257499377,0,0.0391101941819729,0.021509502525870555,0,0.5369521084234018,0.1209024701704348,0.2966333514609913,1.6984020823556567,0.031051138295248484,0,0.5878535755780987,0.12090247017038502,0.2966333514608694,1.6984020823556567,0.029823893158840646,1.1471470852216947,0,5.013624438592241,0.0029950515457351132,0,0.0007848915975931451
"Bay Area AQMD",2018,LDA,Aggregate,Aggregate,Diesel,12300.949587108642,378386.19093438785,378386.19093438785,0,53950.635772978865,0.4056258056715671,0,0,0.027652185770951396,0,0,0.0020000005732018844,0.0025938442519339404,0.02890249490675676,0,0,0.008000002292807538,0.00741098357695412,248.3976939114836,0,0,0.002029830692543855,0,0,0.039080746910062115,0,0,0.04370105972131036,0,0,0,0,0,0.049750751048850635,0,0,0,0,0,0.003100000000000003,0.4296095799789066,0,0,0.0023504219658751916,0,0
"Bay Area AQMD",2018,LDA,Aggregate,Aggregate,Electricity,74592.29128039468,2745760.2458015527,0,2745760.2458015527,379043.8823040925,0,0,0,0,0,0,0.002000000573201878,0.0015257270130503925,0,0,0,0.008000002292807512,0.004359220037286839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bay Area AQMD",2018,LDT1,Aggregate,Aggregate,Gasoline,249235.18459149616,8108228.557869494,8108228.557869494,0,1123194.3082962513,0.21750737721112298,0,0.5220256164572886,0.002328074205539696,0,0.003665065729262074,0.0020000005732018836,0.003096549118608626,0.0025300049826964327,0,0.003981805196604484,0.008000002292807534,0.008847283196024644,351.38336140093816,0,96.79957193101706,0.01072017634639704,0,0.14878598564113543,0.014200131285473379,0,0.044836651700851694,0.05163319282118913,0,0.8180303887549624,0.21602923581088815,0.6202453120586542,3.1394907413891353,0.07364032321990216,0,0.89554040299946,0.21602923581079903,0.6202453120583993,3.1394907413891353,0.03432290269070561,2.13695901293843,0,8.080002866942797,0.003480054218658415,0,0.0009586901249956716
"Bay Area AQMD",2018,LDT1,Aggregate,Aggregate,Diesel,312.9834868654031,5056.275930575021,5056.275930575021,0,1050.0477084063757,1.4722144148528022,0,0,0.19560440048509392,0,0,0.002000000573201881,0.003582950763886395,0.20444876349335783,0,0,0.008000002292807524,0.010237002182532562,440.3090778263069,0,0,0.012086760034301093,0,0,0.0692744258683201,0,0,0.2602208273016972,0,0,0,0,0,0.29624411122688676,0,0,0,0,0,0.003099999999999998,1.5516592205909259,0,0,0.00416635159530101,0,0
"Bay Area AQMD",2018,LDT1,Aggregate,Aggregate,Electricity,503.4770021037342,15567.836749479338,0,15567.836749479338,2414.8838818713143,0,0,0,0,0,0,0.0020000005732018766,0.001536333586008012,0,0,0,0.008000002292807507,0.0043895245314514615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bay Area AQMD",2019,LDA,Aggregate,Aggregate,Gasoline,2343782.2196728787,83322625.69695772,83322625.69695772,0,10909557.160748154,0.0801002696880293,0,0.3499919550464595,0.0014050334183959028,0,0.0023124475017168786,0.00200000057320188,0.002572692757049902,0.0015280307419925782,0,0.00251464288159662,0.00800000229280752,0.007350550734428286,299.40767336026374,0,77.80305730736482,0.004222022211392027,0,0.0990451918898978,0.006960616561660974,0,0.038050897942139596,0.017923488116620336,0,0.49370923427566465,0.11359139981049277,0.28122992402625496,1.638254720876313,0.02612932504045457,0,0.5405428828517286,0.11359139981044605,0.2812299240261392,1.638254720876313,0.03057669295020453,1.042331744527305,0,4.641600505356958,0.002962821767539366,0,0.0007699087641418031
"Bay Area AQMD",2019,LDA,Aggregate,Aggregate,Diesel,11733.403104932107,359735.0050972426,359735.0050972426,0,51426.99068778167,0.3526713377664225,0,0,0.02444828942520117,0,0,0.0020000005732018823,0.0025988131709989244,0.02555373258533118,0,0,0.008000002292807529,0.0074251804885683515,245.6983201388338,0,0,0.0018146865982668864,0,0,0.03867506152094413,0,0,0.03906913404040438,0,0,0,0,0,0.04447761161248227,0,0,0,0,0,0.0031000000000000016,0.3980612761973504,0,0,0.0023260229478110814,0,0
"Bay Area AQMD",2019,LDA,Aggregate,Aggregate,Electricity,101417.74608094209,3418212.5060821967,0,3418212.5060821967,515204.3125997131,0,0,0,0,0,0,0.0020000005732018797,0.0015257783088059175,0,0,0,0.008000002292807519,0.004359366596588338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bay Area AQMD",2019,LDT1,Aggregate,Aggregate,Gasoline,249683.12464260677,7924400.620120812,7924400.620120812,0,1114494.2883787868,0.2136439003728859,0,0.5265617006612582,0.002305719345620078,0,0.003601128811252706,0.0020000005732018827,0.003124527002325567,0.0025071696716330956,0,0.003915422960654483,0.00800000229280753,0.00892722000664448,350.64244009234875,0,96.41164339639451,0.01028264785632126,0,0.14910033686961185,0.014143560941843016,0,0.04519034851725153,0.04773771148554224,0,0.8179791877360921,0.21757543729848056,0.6426798734200806,3.2803780204842155,0.06937164302419134,0,0.8955592016270654,0.2175754372983913,0.6426798734198169,3.2803780204842155,0.035230102292169885,2.081955885960802,0,7.979532799272095,0.0034698210719492075,0,0.0009540520872201242
"Bay Area AQMD",2019,LDT1,Aggregate,Aggregate,Diesel,199.43149886923112,2703.8370054104926,2703.8370054104926,0,622.5025725817746,1.6532699272477616,0,0,0.24286498433597364,0,0,0.0020000005732018823,0.0037243190651850247,0.2538462612302396,0,0,0.008000002292807529,0.010640911614814355,422.209675479341,0,0,0.014376018263923266,0,0,0.06645949050312812,0,0,0.3095072091549753,0,0,0,0,0,0.3523533801855366,0,0,0,0,0,0.0031000000000000003,1.73289267281848,0,0,0.003997053758437951,0,0
"Bay Area AQMD",2019,LDT1,Aggregate,Aggregate,Electricity,510.4195952905951,14241.333555845818,0,14241.333555845818,2443.814192157373,0,0,0,0,0,0,0.002000000573201878,0.0015379830957793093,0,0,0,0.008000002292807512,0.004394237416512311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
